Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,,
2017-10-25,139.29440307617188,147.42999267578125,148.17999267578125,146.3300018310547,147.6999969482422,36179100
2017-10-26,138.85035705566406,146.9600067138672,147.7100067138672,146.9199981689453,147.33999633789062,28230200
2017-10-27,142.8941650390625,151.24000549316406,151.52000427246094,149.1999969482422,149.42999267578125,60165100
2017-10-30,143.21539306640625,151.5800018310547,152.19000244140625,150.99000549316406,151.1300048828125,31733400
2017-10-31,143.75396728515625,152.14999389648438,152.3699951171875,151.6300048828125,152.07000732421875,26319300
2017-11-01,143.70669555664062,152.10000610351562,152.8300018310547,151.5,152.75999450683594,29481600
2017-11-02,143.43272399902344,151.80999755859375,151.99000549316406,150.77000427246094,151.92999267578125,31017400
2017-11-03,144.81214904785156,153.27000427246094,153.2899932861328,151.83999633789062,152.36000061035156,26199200
2017-11-06,145.30345153808594,153.7899932861328,153.85000610351562,153.10000610351562,153.14999389648438,28693900
2017-11-07,145.38845825195312,153.8800048828125,154.0800018310547,153.33999633789062,153.6699981689453,21333100
2017-11-08,145.9742889404297,154.5,154.5399932861328,153.6199951171875,153.8000030517578,17373500
2017-11-09,145.20901489257812,153.69000244140625,153.77000427246094,152.11000061035156,153.22999572753906,40594500
2017-11-10,145.1995086669922,153.67999267578125,153.8000030517578,153.05999755859375,153.3300018310547,20150800
2017-11-13,145.37899780273438,153.8699951171875,154.07000732421875,153.10000610351562,153.10000610351562,12522400
2017-11-14,144.8499298095703,153.30999755859375,153.5,152.57000732421875,153.3300018310547,25173800
2017-11-15,144.16969299316406,152.58999633789062,153.0,151.77999877929688,152.64999389648438,24808000
2017-11-16,146.01202392578125,154.5399932861328,154.88999938964844,153.3300018310547,153.36000061035156,34790600
2017-11-17,145.45458984375,153.9499969482422,154.69000244140625,153.8000030517578,154.5800018310547,28725800
2017-11-20,145.34127807617188,153.8300018310547,154.1999969482422,153.61000061035156,154.05999755859375,21143900
2017-11-21,146.91909790039062,155.5,155.57000732421875,154.49000549316406,154.55999755859375,20147800
2017-11-22,147.0985870361328,155.69000244140625,155.83999633789062,155.33999633789062,155.63999938964844,17299000
2017-11-24,147.63714599609375,156.25999450683594,156.30999755859375,155.75999450683594,155.85000610351562,8280600
2017-11-27,147.5709686279297,156.19000244140625,156.55999755859375,155.8300018310547,156.2100067138672,22653400
2017-11-28,147.9488983154297,156.58999633789062,156.69000244140625,155.6999969482422,156.5399932861328,25227300
2017-11-29,145.36959838867188,153.86000061035156,156.4499969482422,153.1199951171875,156.41000366210938,71986300
2017-11-30,146.58840942382812,155.14999389648438,155.4499969482422,154.14999389648438,154.50999450683594,56595500
2017-12-01,145.9647979736328,154.49000549316406,155.24000549316406,152.25999450683594,154.1999969482422,59015800
2017-12-04,144.28305053710938,152.7100067138672,155.6300048828125,152.55999755859375,155.4600067138672,51319100
2017-12-05,144.37754821777344,152.80999755859375,154.5500030517578,152.10000610351562,152.67999267578125,40604200
2017-12-06,145.02947998046875,153.5,153.74000549316406,152.05999755859375,152.24000549316406,28647800
2017-12-07,145.52072143554688,154.02000427246094,154.4600067138672,153.3300018310547,153.49000549316406,32666200
2017-12-08,146.1632080078125,154.6999969482422,155.52999877929688,154.4600067138672,155.14999389648438,28081700
2017-12-11,147.29698181152344,155.89999389648438,155.9499969482422,154.75999450683594,154.77000427246094,20821500
2017-12-12,147.0985870361328,155.69000244140625,156.14999389648438,155.36000061035156,155.8300018310547,20310300
2017-12-13,147.3820343017578,155.99000549316406,156.49000549316406,155.75999450683594,156.32000732421875,24418500
2017-12-14,147.2781219482422,155.8800048828125,156.66000366210938,155.7100067138672,156.25999450683594,24594700
2017-12-15,148.950439453125,157.64999389648438,157.82000732421875,156.22999572753906,156.49000549316406,49816200
2017-12-18,150.19924926757812,158.63999938964844,158.77000427246094,158.07000732421875,158.36000061035156,26844500
2017-12-19,149.30926513671875,157.6999969482422,158.5,157.25999450683594,158.33999633789062,31415000
2017-12-20,149.14830017089844,157.52999877929688,158.27999877929688,156.91000366210938,158.25,38972600
2017-12-21,149.1672821044922,157.5500030517578,158.25,157.3699951171875,157.75,18638700
2017-12-22,148.99688720703125,157.3699951171875,157.42999267578125,156.9499969482422,157.30999755859375,23330400
2017-12-26,148.1920928955078,156.52000427246094,156.72000122070312,155.9499969482422,156.49000549316406,21918700
2017-12-27,148.2109832763672,156.5399932861328,156.9600067138672,156.38999938964844,156.52999877929688,22388200
2017-12-28,148.390869140625,156.72999572753906,157.07000732421875,156.5399932861328,157.0399932861328,25393800
2017-12-29,147.4724884033203,155.75999450683594,156.89999389648438,155.6999969482422,156.8699951171875,33186000
2018-01-02,150.05726623535156,158.49000549316406,158.52999877929688,156.1699981689453,156.55999755859375,32573300
2018-01-03,151.5153045654297,160.02999877929688,160.1699981689453,158.61000061035156,158.63999938964844,29383600
2018-01-04,151.7803955078125,160.30999755859375,160.7899932861328,160.0800018310547,160.5800018310547,24776100
2018-01-05,153.30471801757812,161.9199981689453,162.02999877929688,160.77000427246094,161.07000732421875,26992300
2018-01-08,153.90122985839844,162.5500030517578,162.6300048828125,161.86000061035156,161.9199981689453,23159100
2018-01-09,153.91067504882812,162.55999755859375,163.0399932861328,162.07000732421875,162.8699951171875,24782400
2018-01-10,153.55091857910156,162.17999267578125,162.2100067138672,161.1199951171875,161.83999633789062,34004000
2018-01-11,154.6018524169922,163.2899932861328,163.3000030517578,162.2100067138672,162.4600067138672,20473500
2018-01-12,155.7379913330078,164.49000549316406,164.66000366210938,162.94000244140625,163.14999389648438,37762700
2018-01-16,155.29299926757812,164.02000427246094,166.4199981689453,163.52999877929688,165.5800018310547,41231800
2018-01-17,156.96881103515625,165.7899932861328,166.0399932861328,164.0,164.8000030517578,33849900
2018-01-18,156.99725341796875,165.82000732421875,166.1999969482422,165.13999938964844,165.52999877929688,26432200
2018-01-19,157.4895782470703,166.33999633789062,166.61000061035156,165.5399932861328,166.30999755859375,38937600
2018-01-22,159.17483520507812,168.1199951171875,168.1199951171875,166.08999633789062,166.27999877929688,26081400
2018-01-23,160.49087524414062,169.50999450683594,169.66000366210938,168.55999755859375,168.63999938964844,37989700
2018-01-24,159.449462890625,168.41000366210938,170.24000549316406,167.44000244140625,169.8699951171875,54287400
2018-01-25,159.3926544189453,168.35000610351562,169.6300048828125,167.80999755859375,169.57000732421875,28925000
2018-01-26,161.83534240722656,170.92999267578125,170.9499969482422,168.9600067138672,169.2899932861328,32038200
2018-01-29,161.04954528808594,170.10000610351562,170.91000366210938,169.74000549316406,170.57000732421875,37277800
2018-01-30,159.72401428222656,168.6999969482422,169.4199981689453,167.82000732421875,168.5500030517578,44987700
2018-01-31,160.3867645263672,169.39999389648438,169.99000549316406,168.33999633789062,169.64999389648438,42449200
2018-02-01,159.0233917236328,167.9600067138672,169.72999572753906,167.4199981689453,168.10000610351562,38037900
2018-02-02,155.8516387939453,164.61000061035156,167.6999969482422,164.47000122070312,167.3000030517578,68478100
2018-02-05,149.7069549560547,158.1199951171875,165.75,158.0,163.07000732421875,105372200
