Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,,
2017-01-03,112.15731811523438,119.54000091552734,119.98999786376953,118.88999938964844,119.2699966430664,22307600
2017-01-04,112.76718139648438,120.19000244140625,120.41000366210938,119.66000366210938,119.66999816894531,19749100
2017-01-05,113.40519714355469,120.87000274658203,120.94999694824219,120.0999984741211,120.0999984741211,20644300
2017-01-06,114.39969635009766,121.93000030517578,122.25,120.69000244140625,121.0,24074300
2017-01-09,114.77499389648438,122.33000183105469,122.55000305175781,121.94999694824219,122.02999877929688,18909200
2017-01-10,115.02833557128906,122.5999984741211,122.97000122070312,122.0999984741211,122.37999725341797,16176600
2017-01-11,115.33796691894531,122.93000030517578,122.93000030517578,122.0199966430664,122.6500015258789,20686000
2017-01-12,115.15967559814453,122.73999786376953,122.81999969482422,121.5999984741211,122.48999786376953,19622500
2017-01-13,115.55375671386719,123.16000366210938,123.37000274658203,122.80000305175781,122.80000305175781,16930800
2017-01-17,115.20658874511719,122.79000091552734,123.02999877929688,122.43000030517578,122.83999633789062,14538500
2017-01-18,115.441162109375,123.04000091552734,123.16000366210938,122.66000366210938,122.97000122070312,12499700
2017-01-19,115.3848648071289,122.9800033569336,123.6500015258789,122.72000122070312,123.22000122070312,12710700
2017-01-20,115.63818359375,123.25,123.83000183105469,122.91999816894531,123.5199966430664,22091000
2017-01-23,115.73202514648438,123.3499984741211,123.52999877929688,122.56999969482422,123.16999816894531,17434200
2017-01-24,116.5107650756836,124.18000030517578,124.37000274658203,123.37999725341797,123.58999633789062,17640900
2017-01-25,117.68356323242188,125.43000030517578,125.45999908447266,124.8499984741211,124.95999908447266,15036200
2017-01-26,117.80552673339844,125.55999755859375,125.81999969482422,125.33999633789062,125.5999984741211,16052200
2017-01-27,118.03070068359375,125.80000305175781,125.91999816894531,125.38999938964844,125.83000183105469,15053000
2017-01-30,117.11124420166016,124.81999969482422,125.37999725341797,124.12999725341797,125.37999725341797,25006700
2017-01-31,116.87667083740234,124.56999969482422,124.5999984741211,123.8499984741211,124.37999725341797,19091100
2017-02-01,117.68356323242188,125.43000030517578,125.68000030517578,124.86000061035156,125.44999694824219,22861900
2017-02-02,117.58035278320312,125.31999969482422,125.69999694824219,124.86000061035156,125.20999908447266,15101400
2017-02-03,117.91814422607422,125.68000030517578,125.80999755859375,125.33000183105469,125.44999694824219,16957200
2017-02-06,118.0588607788086,125.83000183105469,125.8499984741211,125.3499984741211,125.47000122070312,11630100
2017-02-07,118.49042510986328,126.29000091552734,126.55000305175781,125.97000122070312,126.08999633789062,17541100
2017-02-08,118.6874771118164,126.5,126.68000030517578,125.87999725341797,126.12000274658203,12569100
2017-02-09,119.11907958984375,126.95999908447266,127.23999786376953,126.55999755859375,126.62999725341797,17542700
2017-02-10,119.51314544677734,127.37999725341797,127.55999755859375,127.0199966430664,127.23999786376953,13915700
2017-02-13,120.18866729736328,128.10000610351562,128.25999450683594,127.72000122070312,127.7699966430664,19120200
2017-02-14,120.59211730957031,128.52999877929688,128.5399932861328,127.73999786376953,128.14999389648438,16333500
2017-02-15,121.30514526367188,129.2899932861328,129.35000610351562,128.3699951171875,128.44000244140625,17891400
2017-02-16,121.26762390136719,129.25,129.6300048828125,128.9199981689453,129.3699951171875,15098300
2017-02-17,121.7930679321289,129.80999755859375,129.82000732421875,129.0399932861328,129.05999755859375,15563700
2017-02-21,122.39350891113281,130.4499969482422,130.52999877929688,129.99000549316406,130.05999755859375,18479600
2017-02-22,122.4404525756836,130.5,130.58999633789062,130.11000061035156,130.3300018310547,12110900
2017-02-23,121.9806900024414,130.00999450683594,130.6999969482422,129.49000549316406,130.6999969482422,17489000
2017-02-24,122.21525573730469,130.25999450683594,130.25999450683594,129.3800048828125,129.4199981689453,18624500
2017-02-27,122.36534881591797,130.4199981689453,130.42999267578125,129.8000030517578,130.02000427246094,12008700
2017-02-28,121.9901123046875,130.02000427246094,130.4499969482422,129.66000366210938,130.38999938964844,16598600
2017-03-01,123.32237243652344,131.44000244140625,131.67999267578125,130.60000610351562,130.85000610351562,25813800
2017-03-02,122.70315551757812,130.77999877929688,131.42999267578125,130.6199951171875,131.41000366210938,19951400
2017-03-03,122.92830657958984,131.02000427246094,131.05999755859375,130.33999633789062,130.69000244140625,13722700
2017-03-06,122.65624237060547,130.72999572753906,130.9499969482422,130.2100067138672,130.58999633789062,12026200
2017-03-07,122.44979095458984,130.50999450683594,131.0800018310547,130.27999877929688,130.47000122070312,15500900
2017-03-08,122.66563415527344,130.74000549316406,131.14999389648438,130.4600067138672,130.58999633789062,15776000
2017-03-09,122.75946044921875,130.83999633789062,131.02000427246094,130.13999938964844,130.7100067138672,20855300
2017-03-10,123.2754898071289,131.38999938964844,131.60000610351562,130.82000732421875,131.44000244140625,21922600
2017-03-13,123.48189544677734,131.61000061035156,131.63999938964844,131.27000427246094,131.33999633789062,10731600
2017-03-14,123.1816177368164,131.2899932861328,131.36000061035156,130.75999450683594,131.30999755859375,14019700
2017-03-15,123.941650390625,132.10000610351562,132.41000366210938,131.13999938964844,131.55999755859375,22709100
2017-03-16,123.85717010498047,132.00999450683594,132.35000610351562,131.7100067138672,132.35000610351562,18457300
2017-03-17,123.81392669677734,131.69000244140625,132.0399932861328,131.6199951171875,131.89999389648438,21234500
2017-03-20,123.92676544189453,131.80999755859375,132.11000061035156,131.4600067138672,131.64999389648438,10105200
2017-03-21,122.04634857177734,129.80999755859375,132.42999267578125,129.72999572753906,132.30999755859375,35841900
2017-03-22,122.87374114990234,130.69000244140625,130.82000732421875,129.67999267578125,129.85000610351562,29177900
2017-03-23,122.5634536743164,130.36000061035156,130.8800048828125,130.13999938964844,130.52000427246094,20311700
2017-03-24,122.81734466552734,130.6300048828125,131.2899932861328,130.1300048828125,130.77999877929688,22967600
2017-03-27,123.0147933959961,130.83999633789062,131.07000732421875,129.39999389648438,129.6999969482422,18472400
2017-03-28,123.76691436767578,131.63999938964844,132.02999877929688,130.5500030517578,130.83999633789062,23721900
2017-03-29,124.3404541015625,132.25,132.3000030517578,131.58999633789062,131.72999572753906,13710000
2017-03-30,124.54724884033203,132.47000122070312,132.61000061035156,132.0800018310547,132.1999969482422,16092400
2017-03-31,124.46267700195312,132.3800048828125,132.74000549316406,132.1300048828125,132.27999877929688,19841400
2017-04-03,124.387451171875,132.3000030517578,132.80999755859375,131.55999755859375,132.49000549316406,23700300
2017-04-04,124.58487701416016,132.50999450683594,132.52999877929688,131.8699951171875,131.9199981689453,13400000
2017-04-05,124.07718658447266,131.97000122070312,133.47999572753906,131.72000122070312,132.6999969482422,32011200
2017-04-06,124.14299774169922,132.0399932861328,132.38999938964844,131.6999969482422,132.10000610351562,18832200
2017-04-07,124.07718658447266,131.97000122070312,132.3699951171875,131.5,132.0,16743100
2017-04-10,124.12419128417969,132.02000427246094,132.57000732421875,131.66000366210938,132.10000610351562,15619300
2017-04-11,123.58830261230469,131.4499969482422,132.10000610351562,130.5,131.89999389648438,33778400
2017-04-12,123.08995819091797,130.9199981689453,131.5399932861328,130.77999877929688,131.42999267578125,15955200
2017-04-13,122.60108947753906,130.39999389648438,131.50999450683594,130.3800048828125,130.74000549316406,23683000
2017-04-17,123.61653137207031,131.47999572753906,131.5,130.72000122070312,130.77000427246094,13325500
2017-04-18,123.42845916748047,131.27999877929688,131.66000366210938,130.9499969482422,131.0399932861328,12841100
2017-04-19,123.62590026855469,131.49000549316406,132.2899932861328,131.30999755859375,131.85000610351562,17764800
2017-04-20,124.66011047363281,132.58999633789062,132.8800048828125,131.82000732421875,132.02000427246094,21977900
2017-04-21,124.63191986083984,132.55999755859375,132.75999450683594,132.22000122070312,132.7100067138672,22454900
2017-04-24,126.13618469238281,134.16000366210938,134.2899932861328,133.8000030517578,134.02999877929688,22469900
2017-04-25,127.04823303222656,135.1300048828125,135.3699951171875,134.47999572753906,134.60000610351562,19384400
2017-04-26,126.86954498291016,134.94000244140625,135.50999450683594,134.86000061035156,135.17999267578125,25398500
2017-04-27,127.63117218017578,135.75,135.75,135.19000244140625,135.27000427246094,16136500
2017-04-28,127.85677337646484,135.99000549316406,136.33999633789062,135.77000427246094,136.2899932861328,22771900
2017-05-01,128.99440002441406,137.1999969482422,137.3800048828125,136.3800048828125,136.44000244140625,24815500
2017-05-02,129.21067810058594,137.42999267578125,137.49000549316406,137.02000427246094,137.3699951171875,18345100
2017-05-03,128.7969207763672,136.99000549316406,137.1699981689453,136.6199951171875,137.1199951171875,23827600
2017-05-04,128.8439483642578,137.0399932861328,137.42999267578125,136.55999755859375,136.97000122070312,14630100
2017-05-05,129.31405639648438,137.5399932861328,137.5399932861328,136.8800048828125,137.38999938964844,19330700
2017-05-08,129.59613037109375,137.83999633789062,137.83999633789062,137.3300018310547,137.61000061035156,13279900
2017-05-09,130.04736328125,138.32000732421875,138.6300048828125,137.92999267578125,138.0500030517578,28426100
2017-05-10,130.1226043701172,138.39999389648438,138.4499969482422,137.91000366210938,138.39999389648438,20499400
2017-05-11,130.01919555664062,138.2899932861328,138.3300018310547,137.3800048828125,138.02000427246094,27232100
2017-05-12,130.31063842773438,138.60000610351562,138.6300048828125,138.22999572753906,138.35000610351562,19738600
2017-05-15,130.72433471679688,139.0399932861328,139.1199951171875,138.52999877929688,138.66000366210938,20481300
2017-05-16,131.26963806152344,139.6199951171875,139.63999938964844,138.99000549316406,139.39999389648438,21786000
2017-05-17,127.9319839477539,136.07000732421875,138.77000427246094,136.0500030517578,138.50999450683594,55642200
2017-05-18,129.05081176757812,137.25999450683594,137.72000122070312,135.8699951171875,136.02000427246094,41319900
2017-05-19,129.59613037109375,137.83999633789062,138.4199981689453,137.66000366210938,137.75,36730100
2017-05-22,130.68673706054688,139.0,139.07000732421875,138.10000610351562,138.14999389648438,19509700
2017-05-23,130.8184051513672,139.13999938964844,139.4199981689453,138.77999877929688,139.41000366210938,19687500
2017-05-24,131.42010498046875,139.77999877929688,139.85000610351562,139.1699981689453,139.55999755859375,15891900
2017-05-25,132.53890991210938,140.97000122070312,141.3300018310547,140.00999450683594,140.30999755859375,23928600
2017-05-26,132.77395629882812,141.22000122070312,141.27999877929688,140.80999755859375,141.0,13851600
2017-05-30,132.8867950439453,141.33999633789062,141.50999450683594,141.05999755859375,141.14999389648438,20306400
2017-05-31,132.83978271484375,141.2899932861328,141.83999633789062,140.57000732421875,141.83999633789062,33229400
2017-06-01,133.35684204101562,141.83999633789062,141.89999389648438,140.97999572753906,141.5800018310547,20120700
2017-06-02,134.8800048828125,143.4600067138672,143.49000549316406,142.11000061035156,142.33999633789062,37222900
2017-06-05,134.8517608642578,143.42999267578125,143.67999267578125,143.22999572753906,143.4499969482422,15727500
2017-06-06,134.31582641601562,142.86000061035156,143.72999572753906,142.64999389648438,143.25999450683594,22393000
2017-06-07,134.8423614501953,143.4199981689453,143.5399932861328,142.60000610351562,143.25999450683594,18842400
2017-06-08,134.98345947265625,143.57000732421875,143.8000030517578,142.7899932861328,143.74000549316406,25417400
2017-06-09,131.6081085205078,139.97999572753906,143.89999389648438,138.11000061035156,143.74000549316406,109783700
2017-06-12,130.90298461914062,139.22999572753906,139.47999572753906,137.47000122070312,138.8000030517578,104454000
2017-06-13,131.96539306640625,140.36000061035156,140.55999755859375,139.27999877929688,140.00999450683594,51193000
2017-06-14,131.39187622070312,139.75,140.92999267578125,138.6199951171875,140.92999267578125,60093800
2017-06-15,130.80892944335938,139.1300048828125,139.27999877929688,137.49000549316406,138.33999633789062,55145200
2017-06-16,130.24147033691406,138.14999389648438,138.77999877929688,137.63999938964844,138.67999267578125,48087400
2017-06-19,132.41920471191406,140.4600067138672,140.58999633789062,139.27999877929688,139.49000549316406,39626500
2017-06-20,131.38214111328125,139.36000061035156,140.5,139.30999755859375,140.32000732421875,40935100
2017-06-21,132.68321228027344,140.74000549316406,140.80999755859375,139.58999633789062,139.67999267578125,35743400
2017-06-22,132.64544677734375,140.6999969482422,141.22000122070312,140.33999633789062,140.9600067138672,24099100
2017-06-23,133.154541015625,141.24000549316406,141.4199981689453,140.14999389648438,140.5399932861328,21654300
2017-06-26,132.53236389160156,140.5800018310547,142.2899932861328,140.27000427246094,142.0500030517578,34411100
2017-06-27,130.1282958984375,138.02999877929688,140.22000122070312,138.02000427246094,140.0500030517578,65957800
2017-06-28,132.0043487548828,140.02000427246094,140.13999938964844,137.74000549316406,138.5399932861328,57427200
2017-06-29,129.71348571777344,137.58999633789062,139.44000244140625,136.25,139.44000244140625,88769400
2017-06-30,129.7606201171875,137.63999938964844,138.6699981689453,137.19000244140625,137.97999572753906,68898300
2017-07-03,128.3936309814453,136.19000244140625,138.42999267578125,136.10000610351562,138.27000427246094,32797000
2017-07-05,129.65692138671875,137.52999877929688,137.89999389648438,136.16000366210938,136.6199951171875,42116600
2017-07-06,128.4879608154297,136.2899932861328,137.05999755859375,135.8000030517578,136.47999572753906,48430500
2017-07-07,129.87374877929688,137.75999450683594,138.1300048828125,136.74000549316406,136.75,36970400
2017-07-10,130.72222900390625,138.66000366210938,138.99000549316406,137.5,137.85000610351562,24853500
2017-07-11,131.08990478515625,139.0500030517578,139.22000122070312,137.94000244140625,138.4600067138672,31517700
2017-07-12,132.64544677734375,140.6999969482422,140.86000061035156,139.9600067138672,140.24000549316406,36045800
2017-07-13,132.9376678466797,141.00999450683594,141.35000610351562,140.60000610351562,140.8699951171875,31073600
2017-07-14,133.984130859375,142.1199951171875,142.3000030517578,141.19000244140625,141.63999938964844,34544800
2017-07-17,134.05014038085938,142.19000244140625,142.69000244140625,141.9199981689453,142.27000427246094,25343200
2017-07-18,134.9457244873047,143.13999938964844,143.1699981689453,141.63999938964844,142.08999633789062,25748500
2017-07-19,135.73765563964844,143.97999572753906,144.19000244140625,143.5,143.55999755859375,33752300
2017-07-20,135.91680908203125,144.1699981689453,144.44000244140625,143.52000427246094,144.35000610351562,36139400
2017-07-21,135.86024475097656,144.11000061035156,144.11000061035156,143.35000610351562,143.63999938964844,39697100
2017-07-24,136.48245239257812,144.77000427246094,144.8699951171875,143.9199981689453,144.08999633789062,26712700
2017-07-25,136.1336669921875,144.39999389648438,144.74000549316406,144.00999450683594,144.2899932861328,28120900
2017-07-26,136.57667541503906,144.8699951171875,144.9499969482422,144.52999877929688,144.75999450683594,18610600
2017-07-27,135.71881103515625,143.9600067138672,145.9600067138672,142.3000030517578,145.82000732421875,80665900
2017-07-28,135.60569763183594,143.83999633789062,144.0800018310547,142.8699951171875,143.10000610351562,38013200
2017-07-31,135.03060913085938,143.22999572753906,144.42999267578125,142.9199981689453,144.25,33848600
2017-08-01,135.3417205810547,143.55999755859375,143.75999450683594,143.1199951171875,143.72000122070312,20149400
2017-08-02,135.7094268798828,143.9499969482422,144.52000427246094,142.61000061035156,144.49000549316406,41769700
2017-08-03,135.1814727783203,143.38999938964844,144.1699981689453,143.1300048828125,144.08999633789062,27112800
2017-08-04,135.42660522460938,143.64999389648438,143.97000122070312,143.05999755859375,143.7100067138672,29472900
2017-08-07,136.2844696044922,144.55999755859375,144.55999755859375,143.7100067138672,143.91000366210938,17933900
2017-08-08,136.0487823486328,144.30999755859375,145.47000122070312,143.89999389648438,144.27999877929688,30810400
2017-08-09,135.86961364746094,144.1199951171875,144.19000244140625,142.7899932861328,143.1199951171875,36169500
2017-08-10,132.9565887451172,141.02999877929688,143.39999389648438,140.88999938964844,143.3000030517578,63331700
2017-08-11,133.96534729003906,142.10000610351562,142.41000366210938,140.89999389648438,141.22000122070312,45862500
2017-08-14,135.69053649902344,143.92999267578125,144.14999389648438,143.19000244140625,143.22999572753906,34161000
2017-08-15,135.78482055664062,144.02999877929688,144.3000030517578,143.63999938964844,144.2899932861328,25509200
2017-08-16,136.0205078125,144.27999877929688,144.9600067138672,143.8000030517578,144.38999938964844,31913000
2017-08-17,133.23941040039062,141.3300018310547,143.94000244140625,141.3300018310547,143.72000122070312,70191000
2017-08-18,133.14517211914062,141.22999572753906,142.1999969482422,140.64999389648438,141.41000366210938,60751900
2017-08-21,132.97540283203125,141.0500030517578,141.52999877929688,140.17999267578125,141.22000122070312,37111500
2017-08-22,135.0023193359375,143.1999969482422,143.35000610351562,141.75999450683594,141.80999755859375,36294200
2017-08-23,134.5215606689453,142.69000244140625,143.00999450683594,142.3800048828125,142.47999572753906,25702300
2017-08-24,134.12554931640625,142.27000427246094,143.1699981689453,141.47000122070312,143.00999450683594,38160800
2017-08-25,133.8427734375,141.97000122070312,143.17999267578125,141.77999877929688,142.82000732421875,26380400
2017-08-28,134.25753784179688,142.41000366210938,142.74000549316406,141.9499969482422,142.39999389648438,15362100
2017-08-29,134.78550720214844,142.97000122070312,143.2100067138672,141.05999755859375,141.19000244140625,24498300
2017-08-30,136.36932373046875,144.64999389648438,144.88999938964844,143.0,143.08999633789062,33642700
2017-08-31,137.8306121826172,146.1999969482422,146.2100067138672,144.97999572753906,145.05999755859375,38480700
2017-09-01,137.64202880859375,146.0,146.58999633789062,145.61000061035156,146.38999938964844,22293600
2017-09-05,136.4070587158203,144.69000244140625,145.8800048828125,143.60000610351562,145.57000732421875,44794300
2017-09-06,136.8218536376953,145.1300048828125,145.4600067138672,144.0800018310547,145.05999755859375,30722700
2017-09-07,137.1423797607422,145.47000122070312,145.83999633789062,144.94000244140625,145.39999389648438,22721100
2017-09-08,135.9545135498047,144.2100067138672,145.35000610351562,144.05999755859375,145.27999877929688,27890100
2017-09-11,137.5194854736328,145.8699951171875,146.1199951171875,145.3000030517578,145.33999633789062,27126300
2017-09-12,137.84939575195312,146.22000122070312,146.41000366210938,145.52999877929688,146.27999877929688,30256700
2017-09-13,138.0380096435547,146.4199981689453,146.44000244140625,145.72999572753906,145.97000122070312,28450900
2017-09-14,137.22720336914062,145.55999755859375,146.2899932861328,145.47000122070312,145.85000610351562,35296400
2017-09-15,137.69857788085938,146.05999755859375,146.58999633789062,145.2899932861328,145.52999877929688,46422400
2017-09-18,137.51821899414062,145.5500030517578,146.3699951171875,145.11000061035156,145.91000366210938,24858200
2017-09-19,137.75440979003906,145.8000030517578,146.00999450683594,145.30999755859375,145.80999755859375,20871200
2017-09-20,137.3291473388672,145.35000610351562,145.91000366210938,144.22999572753906,145.75,34236200
2017-09-21,136.48829650878906,144.4600067138672,145.25999450683594,143.9499969482422,145.25,28841800
2017-09-22,136.35601806640625,144.32000732421875,144.52999877929688,143.85000610351562,144.0,21702400
2017-09-25,134.91990661621094,142.8000030517578,143.8300018310547,142.10000610351562,143.75,54947700
2017-09-26,135.2694854736328,143.1699981689453,143.8000030517578,142.6699981689453,143.52999877929688,29628800
2017-09-27,136.48829650878906,144.4600067138672,145.0,143.57000732421875,143.92999267578125,33249400
2017-09-28,136.44105529785156,144.41000366210938,144.55999755859375,143.77999877929688,144.11000061035156,24149400
2017-09-29,137.4236602783203,145.4499969482422,145.55999755859375,144.32000732421875,144.6999969482422,43102400
2017-10-02,137.54652404785156,145.5800018310547,146.1699981689453,144.92999267578125,145.6699981689453,27351300
2017-10-03,137.8394012451172,145.88999938964844,146.05999755859375,145.4499969482422,145.77000427246094,19715200
2017-10-04,137.97166442871094,146.02999877929688,146.33999633789062,145.47000122070312,145.61000061035156,26381100
2017-10-05,139.3227996826172,147.4600067138672,147.5399932861328,146.41000366210938,146.55999755859375,31562400
2017-10-06,139.51171875,147.66000366210938,147.66000366210938,146.9600067138672,146.9600067138672,23561100
2017-10-09,139.3510284423828,147.49000549316406,148.00999450683594,147.3000030517578,147.85000610351562,13704800
2017-10-10,139.45501708984375,147.60000610351562,148.13999938964844,146.9499969482422,147.99000549316406,19223100
2017-10-11,139.87078857421875,148.0399932861328,148.07000732421875,147.33999633789062,147.52999877929688,12439100
2017-10-12,139.61569213867188,147.77000427246094,148.35000610351562,147.6199951171875,147.82000732421875,14513500
2017-10-13,140.15419006347656,148.33999633789062,148.50999450683594,147.77999877929688,148.3699951171875,18409900
2017-10-16,140.63607788085938,148.85000610351562,148.88999938964844,148.38999938964844,148.7100067138672,21809400
2017-10-17,140.81553649902344,149.0399932861328,149.05999755859375,148.57000732421875,148.8000030517578,13138200
2017-10-18,140.64549255371094,148.86000061035156,149.2100067138672,148.63999938964844,149.19000244140625,17218200
2017-10-19,140.12588500976562,148.30999755859375,148.3300018310547,147.27000427246094,147.99000549316406,27680300
2017-10-20,140.5037841796875,148.7100067138672,149.0399932861328,148.52999877929688,148.91000366210938,30173300
2017-10-23,139.58731079101562,147.74000549316406,149.02999877929688,147.52999877929688,149.02000427246094,29297100
2017-10-24,139.823486328125,147.99000549316406,148.3000030517578,147.44000244140625,148.02999877929688,20289500
